"rank","expected","before","after"
99905,10.9128400675942,15.4635303819239,11.1196322219749
99906,10.9323412574755,15.4635992474366,11.1196817423079
99907,10.9520522232079,15.5297219369693,11.167229745317
99908,10.9719774943817,15.5930658522927,11.2127795663799
99909,10.9921217486486,15.663013129804,11.2630777829995
99910,11.0124898182418,15.7087296545471,11.2959519669054
99911,11.0330866968581,15.7443734569449,11.3215829815486
99912,11.0539175469255,15.7664666946645,11.3374699537967
99913,11.0749877072886,15.7774973823693,11.3454019840255
99914,11.0963027013306,15.7813214223458,11.3481518035745
99915,11.1178682455736,15.8285957887915,11.3821462120582
99916,11.1396902587817,15.8858655226148,11.42332816481
99917,11.1617748716074,15.8896385346403,11.4260412907946
99918,11.1841284368223,15.9491296603689,11.4688206188158
99919,11.2067575401682,15.957063770901,11.474525938943
99920,11.2296690118833,15.9764082969437,11.4884363468376
99921,11.2528699389459,15.9845953550198,11.4943235583952
99922,11.2763676780977,15.9953527725442,11.5020590834387
99923,11.3001698697,16.0351451778587,11.5306733068014
99924,11.3242844524911,16.0484320333267,11.540227719186
99925,11.3487196793195,16.0977200859432,11.5756701443306
99926,11.3734841339212,16.1396437085298,11.6058168995063
99927,11.3985867488384,16.1423486380755,11.6077619806742
99928,11.424036824563,16.1509606684411,11.6139547845156
99929,11.4498440500115,16.1565144747562,11.6179484575081
99930,11.4760185244471,16.1798703837959,11.6347434009859
99931,11.5025707809644,16.1840356959901,11.6377386251388
99932,11.5295118116835,16.2176209072127,11.6618893324914
99933,11.5568530947955,16.249817927037,11.6850418086885
99934,11.5846066236292,16.2701682785796,11.6996754931805
99935,11.6127849379253,16.2706857422787,11.7000475948856
99936,11.641401157516,16.2798251339433,11.706619617673
